iata,Year,Month,average_delay,volumne,airport,city,state,lat,long
MIA,2006,4,-9,3,Miami International,Miami,FL,25.79325,-80.29055556
MLI,2006,4,-9,1,Quad City,Moline,IL,41.44852639,-90.50753917
MSP,2006,4,13,8,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2006,4,16,3,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
MYR,2006,4,-12,1,Myrtle Beach International,Myrtle Beach,SC,33.67975,-78.92833333
OAK,2006,4,-9,3,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,2006,4,-6,2,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,2006,4,-8,2,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,2006,4,6.333333333,3,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,2006,4,2.296296296,27,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
ORF,2006,4,-6,1,Norfolk International,Norfolk,VA,36.89461111,-76.20122222
PBI,2006,4,11,1,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,2006,4,8.2,5,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,2006,4,9.666666667,12,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,2006,4,7.076923077,13,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,2006,4,-2.3125,16,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PNS,2006,4,11,1,Pensacola Regional,Pensacola,FL,30.47330556,-87.18744444
PSC,2006,4,-2,1,Tri-Cities,Pasco,WA,46.26468028,-119.1190292
PSP,2006,4,37,1,Palm Springs International,Palm Springs,CA,33.82921556,-116.5062531
PVD,2006,4,5.333333333,3,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
RDU,2006,4,11.5,2,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RNO,2006,4,-2.6,5,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROC,2006,4,3,1,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389
RSW,2006,4,27.66666667,3,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667
SAN,2006,4,8.8,5,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAV,2006,4,1,1,Savannah International,Savannah,GA,32.12758333,-81.20213889
SDF,2006,4,-4,3,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,2006,4,-3.166666667,6,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,2006,4,1.894736842,19,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SHV,2006,4,26,1,Shreveport Regional,Shreveport,LA,32.4466275,-93.82559833
SJC,2006,4,1.333333333,6,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,2006,4,4.571428571,7,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,2006,4,121,2,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,2006,4,20.66666667,3,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
STL,2006,4,14.64705882,17,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
TPA,2006,4,-5.75,4,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUL,2006,4,2.2,5,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TYS,2006,4,2,1,McGhee-Tyson,Knoxville,TN,35.81248722,-83.99285583
ABQ,2007,4,-0.25,4,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ATL,2007,4,7.939393939,33,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,2007,4,1.25,4,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,2007,4,15,3,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,2007,4,61,1,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BNA,2007,4,1.75,4,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,2007,4,-5.5,2,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,2007,4,3.166666667,12,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BUF,2007,4,7,1,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,2007,4,23.2,5,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,2007,4,-2,2,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
CHS,2007,4,16,1,Charleston AFB/International,Charleston,SC,32.89864639,-80.04050583
CLE,2007,4,-11,1,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2007,4,-1.666666667,9,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,2007,4,26,6,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COS,2007,4,4,1,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025
CRP,2007,4,3,1,Corpus Christi International,Corpus Christi,TX,27.77036083,-97.50121528
CVG,2007,4,13.4,5,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,2007,4,7.4,5,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DCA,2007,4,-3.5,4,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,2007,4,15.1,10,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2007,4,7.947368421,19,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DTW,2007,4,-1.916666667,12,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,2007,4,-3,2,El Paso International,El Paso,TX,31.80666667,-106.3778056
EUG,2007,4,-11,1,Mahlon Sweet ,Eugene,OR,44.12326,-123.2186856
EWR,2007,4,2.111111111,9,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FLL,2007,4,-4.666666667,3,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
GEG,2007,4,11,2,Spokane Intl,Spokane,WA,47.61985556,-117.5338425
GPT,2007,4,3,1,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,30.40728028,-89.07009278
GRR,2007,4,0,1,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778
GSO,2007,4,-5,1,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
HOU,2007,4,3,7,William P Hobby,Houston,TX,29.64541861,-95.27888889
HPN,2007,4,68,1,Westchester Cty,White Plains,NY,41.06695778,-73.70757444
IAD,2007,4,7,6,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,2007,4,3.142857143,14,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
IND,2007,4,21.75,4,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
JAX,2007,4,2,2,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,2007,4,9.5,2,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,2007,4,3,12,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,2007,4,5.846153846,13,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LEX,2007,4,8,1,Blue Grass ,Lexington,KY,38.03697222,-84.60538889
LGA,2007,4,-0.6,5,LaGuardia,New York,NY,40.77724306,-73.87260917
MCI,2007,4,42.2,5,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,2007,4,-3.6,5,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDT,2007,4,-8.5,2,Harrisburg Intl,Harrisburg,PA,40.19349528,-76.76340361
MDW,2007,4,0,4,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,2007,4,-10,3,Memphis International,Memphis,TN,35.04241667,-89.97666667
MFR,2007,4,114,1,Rogue Valley International,Medford,OR,42.37422778,-122.8734978
MHT,2007,4,-2,4,Manchester,Manchester,NH,42.93451639,-71.43705583
MIA,2007,4,40.57142857,7,Miami International,Miami,FL,25.79325,-80.29055556
MSN,2007,4,-6,1,Dane County Regional,Madison,WI,43.13985778,-89.33751361
MSP,2007,4,7.625,8,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2007,4,6.333333333,6,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,2007,4,18,4,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,2007,4,8,1,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,2007,4,42,3,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,2007,4,37.66666667,3,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,2007,4,25.16129032,31,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
PBI,2007,4,9,5,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,2007,4,1,3,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,2007,4,24.45454545,11,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,2007,4,11.14285714,14,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,2007,4,4.545454545,11,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PSP,2007,4,-11,1,Palm Springs International,Palm Springs,CA,33.82921556,-116.5062531
PVD,2007,4,11.66666667,3,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
RAP,2007,4,43,1,Rapid City Regional,Rapid City,SD,44.04532139,-103.0573708
RDU,2007,4,-2.5,2,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,2007,4,11.33333333,3,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,2007,4,5.25,4,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROC,2007,4,100,3,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389
RST,2007,4,2,1,Rochester International,Rochester,MN,43.90882639,-92.49798722
RSW,2007,4,61,1,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667
SAN,2007,4,-5.333333333,3,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,2007,4,4,3,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SBA,2007,4,-6,1,Santa Barbara Municipal,Santa Barbara,CA,34.42621194,-119.8403733
SBN,2007,4,35,1,South Bend Regional,South Bend,IN,41.70895361,-86.31847417
SDF,2007,4,9,3,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,2007,4,21.55555556,9,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,2007,4,21.66666667,12,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SHV,2007,4,-12,1,Shreveport Regional,Shreveport,LA,32.4466275,-93.82559833
SJC,2007,4,0.5,2,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,2007,4,-1.777777778,9,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,2007,4,-0.75,4,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,2007,4,12.6,5,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
STL,2007,4,2.230769231,13,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SYR,2007,4,1,1,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056
TPA,2007,4,-1.333333333,3,Tampa International ,Tampa,FL,27.97547222,-82.53325
TYS,2007,4,33,1,McGhee-Tyson,Knoxville,TN,35.81248722,-83.99285583
ABQ,2008,4,-3,2,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ALB,2008,4,1,1,Albany Cty,Albany,NY,42.74811944,-73.80297861
ATL,2008,4,3.363636364,22,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,2008,4,1.285714286,7,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,2008,4,139,1,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,2008,4,7.75,4,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BNA,2008,4,-16.33333333,3,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,2008,4,-4,1,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,2008,4,1.125,8,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BUR,2008,4,19.75,4,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,2008,4,16.83333333,6,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
CHS,2008,4,2,1,Charleston AFB/International,Charleston,SC,32.89864639,-80.04050583
CLE,2008,4,-1.75,8,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2008,4,3.166666667,6,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,2008,4,1,2,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COS,2008,4,92,1,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025
CVG,2008,4,2.5,10,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,2008,4,-1.666666667,3,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DAY,2008,4,-12,1,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DCA,2008,4,-6.5,4,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,2008,4,30.83333333,12,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2008,4,7.789473684,19,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DTW,2008,4,-0.727272727,11,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,2008,4,10,2,El Paso International,El Paso,TX,31.80666667,-106.3778056
EUG,2008,4,-1,1,Mahlon Sweet ,Eugene,OR,44.12326,-123.2186856
EWR,2008,4,11.72727273,11,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FLL,2008,4,39.66666667,3,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
GFK,2008,4,-4,1,Grand Forks International,Grand Forks,ND,47.949255,-97.17611111
GRR,2008,4,-3,1,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778
GSP,2008,4,-7,1,Greenville-Spartanburg,Greer,SC,34.89566722,-82.21885833
HDN,2008,4,-4,1,Yampa Valley,Hayden,CO,40.48118028,-107.2176597
HOU,2008,4,34.5,4,William P Hobby,Houston,TX,29.64541861,-95.27888889
HPN,2008,4,35.5,2,Westchester Cty,White Plains,NY,41.06695778,-73.70757444
HSV,2008,4,4,1,Huntsville International ,Huntsville,AL,34.6404475,-86.77310944
IAD,2008,4,57.71428571,7,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,2008,4,5,12,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
IND,2008,4,-1.333333333,3,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
JAN,2008,4,23.5,2,Jackson International,Jackson,MS,32.31116667,-90.07588889
JAX,2008,4,32,1,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,2008,4,10.75,4,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,2008,4,11,10,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,2008,4,2.217391304,23,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LGA,2008,4,9.818181818,11,LaGuardia,New York,NY,40.77724306,-73.87260917
LGB,2008,4,0,1,Long Beach (Daugherty ),Long Beach,CA,33.81772222,-118.1516111
LIT,2008,4,32,3,Adams ,Little Rock,AR,34.72939611,-92.22424556
MAF,2008,4,1.333333333,3,Midland International,Midland,TX,31.94252778,-102.2019139
MCI,2008,4,-3.571428571,7,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,2008,4,17.63636364,11,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDW,2008,4,18.83333333,6,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,2008,4,-0.666666667,3,Memphis International,Memphis,TN,35.04241667,-89.97666667
MIA,2008,4,7.142857143,7,Miami International,Miami,FL,25.79325,-80.29055556
MLU,2008,4,66,1,Monroe Regional,Monroe,LA,32.51086556,-92.03768778
MOB,2008,4,26.5,2,Mobile Regional,Mobile,AL,30.69141667,-88.24283333
MSP,2008,4,-6.5,16,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2008,4,93,1,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,2008,4,3,1,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,2008,4,5,1,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,2008,4,0,2,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,2008,4,-6.5,2,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,2008,4,15.40909091,22,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
PBI,2008,4,9,3,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,2008,4,3,2,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,2008,4,-3.571428571,7,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,2008,4,3.315789474,19,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,2008,4,9.8,5,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PSP,2008,4,-1,1,Palm Springs International,Palm Springs,CA,33.82921556,-116.5062531
PVD,2008,4,6,2,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
RDU,2008,4,6,3,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,2008,4,14,1,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,2008,4,-6,2,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROC,2008,4,-7,1,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389
RSW,2008,4,30.66666667,3,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667
SAN,2008,4,8.142857143,7,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,2008,4,-15.5,2,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SDF,2008,4,2.5,2,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,2008,4,16.14285714,7,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,2008,4,6.882352941,17,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SJC,2008,4,22.85714286,7,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,2008,4,21,7,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,2008,4,-0.5,2,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,2008,4,0,2,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
SRQ,2008,4,-11,1,Sarasota Bradenton International,Sarasota,FL,27.39533333,-82.55411111
STL,2008,4,13.57142857,14,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SYR,2008,4,12,1,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056
TPA,2008,4,3.428571429,7,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUL,2008,4,120,1,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,2008,4,23.5,2,Tucson International,Tucson,AZ,32.11608333,-110.9410278
TVC,2008,4,-40,1,Cherry Capital,Traverse City,MI,44.74144472,-85.582235
ABI,2009,4,3,1,Abilene Regional,Abilene,TX,32.41132,-99.68189722
ABQ,2009,4,1.666666667,3,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ATL,2009,4,1.315789474,19,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,2009,4,22.6,5,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,2009,4,-5.333333333,3,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,2009,4,-8,1,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BIS,2009,4,-3,1,Bismarck Municipal,Bismarck,ND,46.77411111,-100.7467222
BNA,2009,4,-12.71428571,7,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,2009,4,-11,1,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,2009,4,0.818181818,11,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTR,2009,4,37,1,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,30.53316083,-91.14963444
BTV,2009,4,46,1,Burlington International,Burlington,VT,44.47300361,-73.1503125
BUR,2009,4,1.75,4,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,2009,4,-2.363636364,11,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
CID,2009,4,164,1,Eastern Iowa ,Cedar Rapids,IA,41.88458833,-91.71087222
CLE,2009,4,1,2,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2009,4,2.444444444,9,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,2009,4,-3,4,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COS,2009,4,-4,1,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025
CRP,2009,4,6,1,Corpus Christi International,Corpus Christi,TX,27.77036083,-97.50121528
CVG,2009,4,-0.888888889,9,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,2009,4,-10.33333333,3,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DAY,2009,4,-5,2,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DCA,2009,4,-12.375,8,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,2009,4,-0.571428571,14,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2009,4,-0.517241379,29,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DLH,2009,4,24,1,Duluth International,Duluth,MN,46.84209028,-92.19364861
DSM,2009,4,135,1,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
DTW,2009,4,5,7,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,2009,4,3.666666667,3,El Paso International,El Paso,TX,31.80666667,-106.3778056
EWR,2009,4,-8.25,8,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FLL,2009,4,-4.25,4,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
GEG,2009,4,3.666666667,3,Spokane Intl,Spokane,WA,47.61985556,-117.5338425
GRB,2009,4,-9,1,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959
GRR,2009,4,5,2,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778
GSO,2009,4,0,1,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
GSP,2009,4,29,1,Greenville-Spartanburg,Greer,SC,34.89566722,-82.21885833
